MILLIS	252705
AUTHOR	ks. Stanis³awem Szmidt
TITLE	Barka
CREATOR	MIDI-NET
VERSION	0.1
12705	2371	0	Pan 
15176	253	0	kie
15529	253	0	dyœ 
15882	253	0	sta
16235	253	0	n¹³ 
16588	253	0	nad 
16941	958	0	brze
17999	2018	0	giem, 
20117	606	0	Szu
20823	253	0	ka³ 
21176	959	0	lu
22235	1664	0	dzi 
23999	253	0	go
24352	253	0	to
24705	253	0	wych 
25058	253	0	pójœæ 
25411	959	0	za 
26470	1665	0	Nim 
28235	253	0	By 
28588	606	0	³o
29294	252	0	wiæ 
29646	959	0	se
30705	1665	0	rca 
32470	253	0	S³ów 
32823	606	0	Bo
33529	253	0	¿ych 
33882	959	0	pra
34941	300	0	wd¹. 
37058	959	0	/O 
38117	959	0	Pa
39176	1312	0	nie, 
40588	253	0	to 
40941	252	0	Ty 
41293	253	0	na 
41646	253	0	mnie 
41999	253	0	spoj
42352	959	0	rza
43411	2018	0	³eœ, 
45529	606	0	Two
46235	253	0	je 
46588	958	0	u
47646	1312	0	sta 
49058	253	0	dziœ 
49411	253	0	wy
49764	253	0	rzek
50117	253	0	³y 
50470	253	0	me 
50823	959	0	i
51882	2017	0	miê. 
53999	606	0	Swo
54705	253	0	j¹ 
55058	959	0	ba
56117	1312	0	rkê 
57529	253	0	po
57882	253	0	zo
58235	253	0	sta
58588	252	0	wiam 
58940	253	0	na 
59293	959	0	brze
60352	2018	0	gu, 
62470	606	0	Ra
63176	253	0	zem 
63529	959	0	z To
64588	1311	0	b¹ 
65999	253	0	no
66352	253	0	wy 
66705	253	0	za
67058	253	0	cznê 
67411	253	0	dziœ 
67764	300	0	³ów. 
71999	959	0	/Je
73058	1665	0	stem 
74823	253	0	u
75176	253	0	bo
75529	253	0	gim 
75882	253	0	cz³o
76235	958	0	wie
77293	2018	0	kiem, 
79411	606	0	Mo
80117	253	0	im 
80470	959	0	ska
81529	1664	0	rbem 
83293	253	0	s¹ 
83646	253	0	rê
83999	253	0	ce 
84352	253	0	go
84705	959	0	to
85764	1665	0	we 
87529	253	0	Do 
87882	605	0	pra
88587	253	0	cy 
88940	959	0	z To
89999	1665	0	b¹ 
91764	253	0	I 
92117	606	0	czy
92823	253	0	ste 
93176	958	0	se
94234	300	0	rce. 
96352	959	0	/O 
97411	959	0	Pa
98470	1312	0	nie, 
99882	252	0	to 
100234	253	0	Ty 
100587	253	0	na 
100940	253	0	mnie 
101293	253	0	spoj
101646	959	0	rza
102705	2018	0	³eœ, 
104823	606	0	Two
105529	252	0	je 
105881	959	0	u
106940	1312	0	sta 
108352	253	0	dziœ 
108705	253	0	wy
109058	253	0	rzek
109411	253	0	³y 
109764	253	0	me 
110117	959	0	i
111176	2017	0	miê. 
113293	606	0	Swo
113999	253	0	j¹ 
114352	959	0	ba
115411	1312	0	rkê 
116823	253	0	po
117176	253	0	zo
117529	252	0	sta
117881	253	0	wiam 
118234	253	0	na 
118587	959	0	brze
119646	2018	0	gu, 
121764	606	0	Ra
122470	253	0	zem 
122823	958	0	z To
123881	1312	0	b¹ 
125293	253	0	no
125646	253	0	wy 
125999	253	0	za
126352	253	0	cznê 
126705	253	0	dziœ 
127058	300	0	³ów. 
131293	2371	0	/Ty, 
133764	253	0	po
134117	253	0	trze
134470	253	0	bu
134823	252	0	jesz 
135175	253	0	mych 
135528	959	0	d³o
136587	2018	0	ni, 
138705	606	0	Me
139411	253	0	go 
139764	959	0	se
140823	1664	0	rca 
142587	253	0	m³o
142940	253	0	de
143293	253	0	go 
143646	253	0	za
143999	959	0	pa
145058	1665	0	³em 
146823	252	0	Mych 
147175	606	0	kro
147881	253	0	pli 
148234	959	0	po
149293	1665	0	tu 
151058	253	0	I 
151411	606	0	sa
152117	253	0	mo
152470	958	0	tno
153528	300	0	œci. 
155646	959	0	/O 
156705	959	0	Pa
157764	1311	0	nie, 
159175	253	0	to 
159528	253	0	Ty 
159881	253	0	na 
160234	253	0	mnie 
160587	253	0	spoj
160940	959	0	rza
161999	2018	0	³eœ, 
164117	605	0	Two
164822	253	0	je 
165175	959	0	u
166234	1312	0	sta 
167646	253	0	dziœ 
167999	253	0	wy
168352	253	0	rzek
168705	253	0	³y 
169058	253	0	me 
169411	958	0	i
170469	2018	0	miê. 
172587	606	0	Swo
173293	253	0	j¹ 
173646	959	0	ba
174705	1312	0	rkê 
176117	252	0	po
176469	253	0	zo
176822	253	0	sta
177175	253	0	wiam 
177528	253	0	na 
177881	959	0	brze
178940	2018	0	gu, 
181058	606	0	Ra
181764	253	0	zem 
182117	958	0	z To
183175	1312	0	b¹ 
184587	253	0	no
184940	253	0	wy 
185293	253	0	za
185646	253	0	cznê 
185999	253	0	dziœ 
186352	300	0	³ów 
190587	2371	0	/Dziœ 
193058	253	0	wy
193411	253	0	p³y
193764	252	0	nie
194116	253	0	my 
194469	253	0	ju¿ 
194822	959	0	ra
195881	2018	0	zem 
197999	606	0	£o
198705	253	0	wiæ 
199058	958	0	se
200116	1665	0	rca 
201881	253	0	na 
202234	253	0	mo
202587	253	0	rzach 
202940	253	0	dusz 
203293	959	0	lu
204352	1664	0	dzkich 
206116	253	0	Twej 
206469	606	0	pra
207175	253	0	wdy 
207528	959	0	sie
208587	1665	0	ci¹ 
210352	253	0	I 
210705	606	0	s³o
211411	252	0	wem 
211763	959	0	¿y
212822	300	0	cia. 
214940	959	0	/O 
215999	959	0	Pa
217058	1311	0	nie, 
218469	253	0	to 
218822	253	0	Ty 
219175	253	0	na 
219528	253	0	mnie 
219881	253	0	spoj
220234	959	0	rza
221293	2017	0	³eœ, 
223410	606	0	Two
224116	253	0	je 
224469	959	0	u
225528	1312	0	sta 
226940	253	0	dziœ 
227293	253	0	wy
227646	253	0	rzek
227999	253	0	³y 
228352	253	0	me 
228705	958	0	i
229763	2018	0	miê. 
231881	606	0	Swo
232587	253	0	j¹ 
232940	959	0	ba
233999	1311	0	rkê 
235410	253	0	po
235763	253	0	zo
236116	253	0	sta
236469	253	0	wiam 
236822	253	0	na 
237175	959	0	brze
238234	2018	0	gu, 
240352	605	0	Ra
241057	253	0	zem 
241410	959	0	z To
242469	1312	0	b¹ 
243881	253	0	no
244234	253	0	wy 
244587	253	0	za
244940	253	0	cznê 
245293	300	0	dziœ 
245693	300	0	³ów 
